frame_id,timestamp,class_id,class_name,confidence,x0,y0,x1,y1
245,12.200,2,car,0.5607,81.94,180.55,178.27,226.34
245,12.200,7,truck,0.3383,81.94,180.55,178.27,226.34
246,12.250,2,car,0.7362,81.89,180.19,177.67,226.33
247,12.300,2,car,0.4641,81.92,179.16,177.17,226.03
247,12.300,7,truck,0.3371,81.92,179.16,177.17,226.03
248,12.350,2,car,0.6896,81.69,179.98,177.69,225.98
249,12.400,2,car,0.5685,80.51,178.69,176.89,225.93
249,12.400,7,truck,0.3661,80.51,178.69,176.89,225.93
250,12.450,7,truck,0.2985,79.24,183.76,176.11,225.90
251,12.500,2,car,0.4567,80.33,179.69,176.86,226.34
251,12.500,7,truck,0.2976,80.33,179.69,176.86,226.34
252,12.550,2,car,0.3881,80.32,178.70,176.38,226.13
252,12.550,7,truck,0.3375,80.32,178.70,176.38,226.13
253,12.600,2,car,0.5969,80.14,179.13,176.46,225.79
253,12.600,7,truck,0.2783,80.14,179.13,176.46,225.79
254,12.650,2,car,0.3778,79.99,180.75,175.64,226.25
254,12.650,7,truck,0.3574,446.89,188.66,639.95,294.50
254,12.650,7,truck,0.3236,79.99,180.75,175.64,226.25
255,12.700,2,car,0.6463,79.82,179.05,175.37,225.93
255,12.700,7,truck,0.6085,433.54,188.90,631.26,277.70
256,12.750,7,truck,0.5958,422.98,189.59,584.10,264.83
256,12.750,7,truck,0.4589,79.68,181.43,175.21,225.79
257,12.800,7,truck,0.5199,79.20,179.46,174.41,226.00
257,12.800,7,truck,0.5086,413.41,188.13,550.48,255.14
258,12.850,7,truck,0.5445,77.83,183.35,174.32,226.76
259,12.900,7,truck,0.5858,78.41,184.10,173.95,226.02
259,12.900,7,truck,0.4217,425.36,191.70,501.87,239.55
260,12.950,7,truck,0.3801,78.05,180.47,173.29,226.48
260,12.950,2,car,0.2801,78.05,180.47,173.29,226.48
260,12.950,2,car,0.2794,416.11,191.09,484.64,233.44
261,13.000,7,truck,0.4285,407.97,187.61,469.86,229.39
261,13.000,7,truck,0.3956,76.93,178.55,172.95,226.40
261,13.000,2,car,0.3243,76.93,178.55,172.95,226.40
261,13.000,2,car,0.2982,407.97,187.61,469.86,229.39
262,13.050,2,car,0.5411,76.42,178.87,171.95,226.55
262,13.050,2,car,0.4951,401.74,188.92,458.59,225.05
262,13.050,7,truck,0.2593,401.74,188.92,458.59,225.05
263,13.100,7,truck,0.3732,382.01,184.05,448.28,221.90
264,13.150,2,car,0.3006,390.47,183.94,437.68,219.77
264,13.150,7,truck,0.2928,390.47,183.94,437.68,219.77
265,13.200,7,truck,0.3022,75.01,182.77,171.07,226.67
266,13.250,0,person,0.2575,153.98,187.65,170.95,217.43
266,13.250,7,truck,0.2545,368.57,185.40,421.85,215.35
268,13.350,7,truck,0.3362,360.48,184.55,408.99,211.88
268,13.350,7,truck,0.2950,73.43,190.47,125.52,226.46
272,13.550,7,truck,0.3832,71.11,179.76,167.30,227.06
273,13.600,7,truck,0.2907,70.48,180.57,166.88,227.53
274,13.650,2,car,0.4804,68.13,179.25,165.86,227.26
275,13.700,7,truck,0.3512,67.44,179.84,166.87,227.53
276,13.750,7,truck,0.5853,67.32,179.07,164.86,227.06
277,13.800,7,truck,0.4675,66.80,178.81,165.51,226.75
278,13.850,7,truck,0.3074,66.82,179.27,120.88,227.25
279,13.900,7,truck,0.4074,66.55,181.49,164.85,226.92
280,13.950,7,truck,0.3615,66.81,179.04,164.34,226.59
281,14.000,7,truck,0.4210,65.88,180.35,164.14,226.53
282,14.050,7,truck,0.3410,66.05,180.40,163.66,226.21
285,14.200,7,truck,0.2941,64.60,182.00,161.68,226.40
287,14.300,7,truck,0.4124,62.87,180.95,159.82,226.27
291,14.500,2,car,0.2632,77.53,169.45,105.64,182.28
292,14.550,2,car,0.3242,64.26,174.94,161.63,227.44
292,14.550,7,truck,0.2978,64.26,174.94,161.63,227.44
293,14.600,2,car,0.4380,65.13,175.06,162.37,226.92
293,14.600,7,truck,0.2832,65.13,175.06,162.37,226.92
294,14.650,2,car,0.5266,64.29,178.55,162.09,226.91
294,14.650,2,car,0.3631,78.04,169.48,105.28,182.65
295,14.700,2,car,0.2665,80.57,169.62,104.85,183.01
295,14.700,2,car,0.2598,64.39,179.61,161.48,228.25
296,14.750,7,truck,0.3896,63.59,179.36,160.95,227.69
297,14.800,2,car,0.3595,79.96,168.86,104.12,182.10
297,14.800,2,car,0.3534,63.73,180.57,160.45,226.04
297,14.800,7,truck,0.2925,63.73,180.57,160.45,226.04
299,14.900,2,car,0.2673,80.12,168.54,103.59,182.81
303,15.100,7,truck,0.3327,61.97,181.10,158.17,228.29
303,15.100,2,car,0.2568,61.97,181.10,158.17,228.29
305,15.200,2,car,0.5528,63.57,180.66,159.66,227.04
305,15.200,2,car,0.3023,81.26,168.29,105.09,183.17
306,15.250,2,car,0.3592,64.12,182.87,160.49,226.12
307,15.300,2,car,0.2818,64.34,179.21,160.83,226.75
307,15.300,7,truck,0.2669,64.34,179.21,160.83,226.75
308,15.350,2,car,0.4327,64.72,182.69,159.88,225.25
309,15.400,2,car,0.6029,63.78,178.10,160.07,226.94
310,15.450,2,car,0.4460,63.78,179.68,159.38,226.87
312,15.550,2,car,0.5752,63.19,178.80,159.54,227.15
313,15.600,2,car,0.5932,61.57,180.36,158.75,227.37
314,15.650,7,truck,0.3315,60.81,172.99,157.23,227.25
314,15.650,2,car,0.2905,60.81,172.99,157.23,227.25
314,15.650,0,person,0.2813,391.09,178.24,506.89,349.11
315,15.700,7,truck,0.3276,61.20,180.30,158.51,226.58
315,15.700,0,person,0.2518,382.06,176.09,499.14,352.43
316,15.750,2,car,0.4167,63.36,172.40,159.73,226.06
316,15.750,2,car,0.2526,368.86,176.03,493.21,316.06
317,15.800,2,car,0.4625,65.25,176.78,160.06,226.78
318,15.850,7,truck,0.3249,66.26,177.32,161.10,225.61
318,15.850,2,car,0.2639,357.39,188.77,473.77,327.89
319,15.900,2,car,0.6619,69.29,179.04,162.88,225.34
319,15.900,0,person,0.2756,347.04,174.63,465.45,330.53
320,15.950,2,car,0.6418,71.94,178.29,163.67,225.06
320,15.950,3,motorcycle,0.3673,341.33,191.42,454.60,330.78
321,16.000,2,car,0.4018,74.60,178.27,164.91,224.54
321,16.000,0,person,0.3174,332.94,191.12,415.59,325.30
321,16.000,3,motorcycle,0.3120,332.79,190.85,444.11,340.66
322,16.050,3,motorcycle,0.6709,324.55,190.40,433.04,343.03
322,16.050,2,car,0.4125,79.04,178.45,167.13,223.43
323,16.100,2,car,0.7800,83.52,178.56,170.41,221.78
323,16.100,3,motorcycle,0.5401,317.40,189.28,430.39,349.39
323,16.100,2,car,0.2623,81.65,166.25,112.24,184.68
324,16.150,3,motorcycle,0.7133,310.94,187.81,431.58,333.12
324,16.150,2,car,0.6343,90.07,177.52,172.32,220.24
325,16.200,2,car,0.3902,95.38,177.26,174.34,218.78
325,16.200,0,person,0.3623,307.86,188.45,386.51,285.24
325,16.200,3,motorcycle,0.2985,308.54,189.00,431.00,333.33
325,16.200,2,car,0.2917,80.87,165.52,115.64,184.33
326,16.250,2,car,0.6529,101.58,177.39,177.58,218.13
326,16.250,0,person,0.4080,303.48,189.46,382.47,287.18
326,16.250,2,car,0.3218,80.61,164.88,116.89,185.01
327,16.300,2,car,0.6915,107.12,177.99,180.13,216.92
328,16.350,2,car,0.8694,113.41,178.48,182.87,216.35
328,16.350,0,person,0.3875,296.45,190.54,377.05,291.78
329,16.400,2,car,0.8178,118.85,178.12,187.44,216.69
329,16.400,0,person,0.3426,294.41,190.20,376.21,288.62
330,16.450,2,car,0.8373,122.37,178.50,187.79,216.05
330,16.450,2,car,0.7030,511.45,212.55,639.93,315.36
330,16.450,0,person,0.3400,293.93,190.19,374.96,291.26
330,16.450,3,motorcycle,0.3183,296.08,213.12,386.82,351.66
331,16.500,2,car,0.8644,128.24,178.47,189.89,215.57
331,16.500,2,car,0.6164,480.38,190.03,639.89,313.44
331,16.500,0,person,0.5796,294.47,177.46,376.30,289.21
331,16.500,3,motorcycle,0.3839,299.11,226.17,383.65,333.55
331,16.500,3,motorcycle,0.3057,296.39,209.70,384.45,347.27
332,16.550,2,car,0.8967,457.24,183.12,639.85,319.70
332,16.550,2,car,0.8114,131.74,178.09,192.57,214.18
332,16.550,0,person,0.8022,295.12,176.71,375.26,296.06
332,16.550,2,car,0.2903,254.03,169.42,279.52,185.72
333,16.600,2,car,0.9134,439.20,181.23,639.83,315.32
333,16.600,2,car,0.8967,135.96,178.18,194.08,212.69
333,16.600,0,person,0.4554,294.32,178.95,376.49,295.71
333,16.600,3,motorcycle,0.4236,300.16,228.59,385.30,339.48
334,16.650,2,car,0.8965,140.44,179.28,195.42,212.29
334,16.650,2,car,0.8924,424.64,179.84,639.72,297.79
334,16.650,0,person,0.6882,294.77,183.94,374.92,298.07
334,16.650,3,motorcycle,0.3829,300.45,235.99,385.77,336.57
334,16.650,3,motorcycle,0.2885,298.93,230.40,386.84,347.50
334,16.650,2,car,0.2751,252.01,170.00,277.95,185.75
335,16.700,2,car,0.9029,415.66,181.24,639.96,274.45
335,16.700,2,car,0.8854,143.85,177.82,197.90,212.03
335,16.700,2,car,0.8067,0.15,204.63,105.18,331.34
335,16.700,0,person,0.7197,294.59,182.46,375.61,297.55
335,16.700,2,car,0.3003,252.30,170.03,277.73,185.89
335,16.700,3,motorcycle,0.2545,298.73,225.33,385.49,349.83
336,16.750,2,car,0.9224,405.01,180.36,608.70,258.40
336,16.750,2,car,0.8585,147.43,179.44,198.93,211.03
336,16.750,0,person,0.7139,294.52,182.92,376.27,295.65
336,16.750,2,car,0.6635,0.19,204.30,123.43,314.13
336,16.750,3,motorcycle,0.4811,296.97,226.67,388.27,353.86
336,16.750,0,person,0.2900,294.45,183.08,376.10,296.44
337,16.800,2,car,0.7754,150.55,180.02,200.59,209.88
337,16.800,2,car,0.6056,396.09,180.65,562.51,249.83
337,16.800,2,car,0.5576,396.91,180.60,562.47,250.09
337,16.800,2,car,0.4959,0.08,169.86,138.71,303.33
337,16.800,2,car,0.4702,249.78,170.43,279.02,185.41
337,16.800,0,person,0.3834,294.47,196.22,375.47,297.63
337,16.800,3,motorcycle,0.3594,297.61,227.70,387.09,353.82
337,16.800,3,motorcycle,0.2757,301.05,234.73,386.20,348.70
338,16.850,2,car,0.8883,389.05,180.89,529.05,241.22
338,16.850,0,person,0.7857,293.82,180.99,376.10,297.73
338,16.850,2,car,0.6732,154.51,178.22,202.04,207.85
338,16.850,2,car,0.4089,0.08,172.01,153.22,294.95
338,16.850,3,motorcycle,0.4074,298.17,235.38,384.48,332.04
338,16.850,3,motorcycle,0.2943,296.02,230.46,386.32,339.27
338,16.850,2,car,0.2615,248.04,170.25,273.11,185.90
339,16.900,2,car,0.8950,383.41,180.62,503.87,231.98
339,16.900,2,car,0.7485,156.56,180.45,203.57,207.81
339,16.900,0,person,0.3679,293.93,196.10,375.34,299.00
340,16.950,2,car,0.8673,377.46,180.45,482.49,226.93
340,16.950,2,car,0.7248,159.82,179.96,204.83,207.29
341,17.000,2,car,0.8740,372.67,180.20,464.97,225.01
341,17.000,0,person,0.2772,294.62,197.85,376.07,300.07
342,17.050,2,car,0.7487,368.42,180.30,450.57,224.06
342,17.050,0,person,0.5777,293.99,182.32,376.30,300.66
343,17.100,0,person,0.6982,294.11,180.08,375.42,299.96
343,17.100,2,car,0.6798,364.10,180.21,440.84,219.77
344,17.150,2,car,0.6332,360.60,179.90,429.27,218.09
344,17.150,7,truck,0.3136,0.62,92.18,222.47,289.52
344,17.150,3,motorcycle,0.2554,296.03,226.15,387.82,349.31
345,17.200,2,car,0.8283,355.54,180.17,418.94,214.19
345,17.200,0,person,0.7429,293.55,181.51,375.03,300.93
345,17.200,7,truck,0.4461,0.80,92.29,220.93,282.15
346,17.250,0,person,0.7394,293.90,180.49,374.07,300.81
346,17.250,2,car,0.4922,352.13,181.90,414.10,212.94
346,17.250,2,car,0.2538,29.72,151.08,216.03,273.68
347,17.300,0,person,0.7040,293.41,182.25,373.91,299.38
347,17.300,7,truck,0.3069,347.15,179.92,404.76,212.37
348,17.350,0,person,0.6748,293.90,182.46,374.15,299.90
348,17.350,7,truck,0.3681,346.26,178.94,399.53,208.07
348,17.350,2,car,0.3638,64.94,158.13,223.90,260.70
349,17.400,0,person,0.7335,293.89,182.84,375.89,300.85
349,17.400,7,truck,0.3701,81.74,159.39,226.68,256.96
349,17.400,2,car,0.2746,81.74,159.39,226.68,256.96
349,17.400,2,car,0.2679,345.39,179.85,393.04,208.65
350,17.450,0,person,0.7263,293.96,181.12,375.32,299.52
350,17.450,2,car,0.3688,95.43,160.02,228.65,253.39
350,17.450,3,motorcycle,0.3567,297.23,223.88,385.85,341.22
350,17.450,3,motorcycle,0.3305,298.53,228.65,384.61,336.99
350,17.450,2,car,0.3200,345.84,181.07,386.35,207.40
350,17.450,7,truck,0.2515,95.43,160.02,228.65,253.39
351,17.500,0,person,0.6513,294.29,180.28,381.24,300.97
351,17.500,3,motorcycle,0.2806,296.00,218.96,386.53,340.24
351,17.500,7,truck,0.2783,108.00,154.96,231.64,248.75
351,17.500,3,motorcycle,0.2521,297.68,227.31,384.98,332.37
352,17.550,0,person,0.7582,293.94,181.20,375.40,301.43
352,17.550,7,truck,0.4425,119.34,162.29,235.44,244.60
352,17.550,3,motorcycle,0.2706,297.24,226.12,384.62,338.96
353,17.600,7,truck,0.4412,128.12,163.56,238.17,242.62
353,17.600,5,bus,0.2619,59.52,156.63,118.25,186.61
354,17.650,0,person,0.7212,293.49,181.29,374.47,300.59
354,17.650,3,motorcycle,0.3394,295.48,223.60,386.66,337.24
355,17.700,0,person,0.8012,293.81,179.82,376.12,299.54
355,17.700,3,motorcycle,0.2909,296.45,224.64,387.74,351.14
355,17.700,0,person,0.2680,206.78,179.92,228.46,235.66
356,17.750,0,person,0.7860,293.34,177.92,375.12,300.63
356,17.750,2,car,0.5083,152.86,166.21,243.45,235.00
356,17.750,5,bus,0.4047,48.20,155.21,112.14,194.76
356,17.750,3,motorcycle,0.3625,295.04,216.45,386.00,341.25
357,17.800,0,person,0.8029,293.77,178.75,376.04,300.11
357,17.800,3,motorcycle,0.4052,296.36,223.68,385.97,343.80
357,17.800,5,bus,0.3113,40.77,154.90,110.15,190.95
358,17.850,0,person,0.8141,294.43,181.32,375.66,300.38
358,17.850,3,motorcycle,0.4993,296.91,222.12,387.96,353.51
359,17.900,0,person,0.8508,294.92,181.07,376.54,300.70
359,17.900,5,bus,0.4932,26.18,153.43,105.74,188.45
359,17.900,2,car,0.3585,0.24,202.74,32.88,254.37
359,17.900,3,motorcycle,0.3470,297.48,225.91,384.75,338.81
359,17.900,2,car,0.2666,170.90,174.00,248.42,228.21
359,17.900,3,motorcycle,0.2645,299.11,229.60,383.51,334.72
360,17.950,0,person,0.8693,293.97,180.16,377.18,301.02
360,17.950,2,car,0.3542,0.20,201.34,47.12,249.45
360,17.950,2,car,0.2599,175.94,170.19,249.28,226.39
360,17.950,3,motorcycle,0.2522,296.25,225.49,385.84,334.39
361,18.000,0,person,0.8059,293.91,182.29,375.89,299.96
361,18.000,5,bus,0.6332,8.50,151.88,101.29,205.37
361,18.000,2,car,0.5602,0.16,192.30,59.22,246.63
361,18.000,3,motorcycle,0.3528,296.37,228.19,386.71,339.63
362,18.050,0,person,0.6971,293.82,182.13,375.34,300.16
